atom a,atom b,lowest distortion,a,b,c,alpha,beta,gamma,vpa,mu_b,metal_or_insulator
Te,Be,cubic,3.526,3.526,3.526,90.0,90.0,90.0,8.771,,metal
Te,Bi,cubic,4.308,4.308,4.308,90.0,90.0,90.0,15.991,,metal
Te,Ca,cubic,4.187,4.187,4.187,90.0,90.0,90.0,14.675999999999998,,metal
Te,Cd,cubic,4.138,4.138,4.138,90.0,90.0,90.0,14.175999999999998,,metal
Te,Ce,cubic,4.567,4.567,4.567,90.0,90.0,90.0,19.055999999999997,0.0,metal
Te,Co,cubic,3.746,3.746,3.746,90.0,90.0,90.0,10.514000000000001,-0.009,metal
Te,Cr,cubic,3.872,3.872,3.872,90.0,90.0,90.0,11.61,0.58,metal
Te,Cs,orthorhombic,6.235,6.401,11.642,90.0,90.0,90.0,23.232,,insulator
Te,Cu,cubic,3.784,3.784,3.784,90.0,90.0,90.0,10.84,,metal
Te,Dy,cubic,4.325,4.325,4.325,90.0,90.0,90.0,16.180999999999997,0.0,metal
Te,Er,cubic,4.28,4.28,4.28,90.0,90.0,90.0,15.675,0.0,metal
Te,Eu,orthorhombic,5.827,6.439,8.377,90.0,90.0,90.0,15.717,0.0,insulator
Te,Fe,cubic,3.888,3.888,3.888,90.0,90.0,90.0,11.754000000000001,0.951,metal
Te,Ga,cubic,3.854,3.854,3.854,90.0,90.0,90.0,11.446,,metal
Te,Gd,cubic,4.375,4.375,4.375,90.0,90.0,90.0,16.745,0.005,metal
Te,Ge,cubic,3.872,3.872,3.872,90.0,90.0,90.0,11.607000000000001,,metal
Te,Hf,cubic,4.122,4.122,4.122,90.0,90.0,90.0,14.002,0.0,metal
Te,Hg,orthorhombic,6.005,6.232,8.336,90.0,90.0,90.0,15.597999999999999,,insulator
Te,Ho,cubic,4.302,4.302,4.302,90.0,90.0,90.0,15.929,0.0,metal
Te,In,cubic,4.146,4.146,4.146,90.0,90.0,90.0,14.253,,metal
Te,Ir,cubic,3.976,3.976,3.976,90.0,90.0,90.0,12.569,-0.001,metal
Te,K,orthorhombic,6.065,6.192,9.309,90.0,90.0,90.0,17.477999999999998,,metal
Te,La,cubic,4.526,4.526,4.526,90.0,90.0,90.0,18.539,0.127,metal
Te,Li,cubic,3.615,3.615,3.615,90.0,90.0,90.0,9.448,,metal
Te,Lu,cubic,4.21,4.21,4.21,90.0,90.0,90.0,14.919,0.0,metal
Te,Mg,cubic,3.812,3.812,3.812,90.0,90.0,90.0,11.083,,metal
Te,Mn,cubic,3.878,3.878,3.878,90.0,90.0,90.0,11.661,0.74,metal
Te,Mo,cubic,4.0,4.0,4.0,90.0,90.0,90.0,12.800999999999998,0.013,metal
Te,Na,orthorhombic,5.581,5.827,8.446,90.0,90.0,90.0,13.732999999999999,,metal
Te,Nb,cubic,4.077,4.077,4.077,90.0,90.0,90.0,13.55,-0.001,metal
Te,Nd,cubic,4.492,4.492,4.492,90.0,90.0,90.0,18.133,0.0,metal
Te,Ni,cubic,3.773,3.773,3.773,90.0,90.0,90.0,10.741,0.3,metal
Te,Np,cubic,4.383,4.383,4.383,90.0,90.0,90.0,16.839000000000002,0.233,metal
Te,Os,cubic,3.967,3.967,3.967,90.0,90.0,90.0,12.488,0.031,metal
Te,Pa,orthorhombic,5.795,6.075,9.946,90.0,90.0,90.0,17.509,0.0,insulator
Te,Pb,orthorhombic,6.24,6.604,8.069,90.0,90.0,90.0,16.625999999999998,,insulator
Te,Pd,cubic,3.994,3.994,3.994,90.0,90.0,90.0,12.741,,metal
Te,Pm,cubic,4.461,4.461,4.461,90.0,90.0,90.0,17.752,-0.001,metal
Te,Pr,cubic,4.527,4.527,4.527,90.0,90.0,90.0,18.551,0.0,metal
Te,Pt,cubic,4.031,4.031,4.031,90.0,90.0,90.0,13.102,0.001,metal
Te,Pu,cubic,4.377,4.377,4.377,90.0,90.0,90.0,16.776,0.733,metal
Te,Rb,orthorhombic,6.066,6.331,10.882,90.0,90.0,90.0,20.896,,insulator
Te,Re,cubic,3.977,3.977,3.977,90.0,90.0,90.0,12.585,0.081,metal
Te,Rh,cubic,3.953,3.953,3.953,90.0,90.0,90.0,12.356,0.0,metal
Te,Ru,cubic,3.947,3.947,3.947,90.0,90.0,90.0,12.299000000000001,0.039,metal
Te,Sb,cubic,4.128,4.128,4.128,90.0,90.0,90.0,14.064,,metal
Te,Sc,cubic,4.045,4.045,4.045,90.0,90.0,90.0,13.235,0.0,metal
Te,Si,cubic,3.722,3.722,3.722,90.0,90.0,90.0,10.312000000000001,,metal
Te,Sm,cubic,4.434,4.434,4.434,90.0,90.0,90.0,17.438,0.074,metal
Te,Sn,cubic,4.093,4.093,4.093,90.0,90.0,90.0,13.718,,metal
Te,Sr,orthorhombic,5.956,6.606,8.664,90.0,90.0,90.0,17.044,,insulator
Te,Ta,cubic,4.057,4.057,4.057,90.0,90.0,90.0,13.359000000000002,0.0,metal
Te,Tb,cubic,4.352,4.352,4.352,90.0,90.0,90.0,16.483,0.001,metal
Te,Tc,cubic,3.968,3.968,3.968,90.0,90.0,90.0,12.499,0.238,metal
Te,Te,cubic,4.211,4.211,4.211,90.0,90.0,90.0,14.939,,metal
Te,Th,cubic,4.571,4.571,4.571,90.0,90.0,90.0,19.105,0.0,metal
Te,Ti,cubic,3.937,3.937,3.937,90.0,90.0,90.0,12.204,-0.003,metal
Te,Tl,orthorhombic,6.019,6.373,8.249,90.0,90.0,90.0,15.821,,metal
Te,Tm,cubic,4.252,4.252,4.252,90.0,90.0,90.0,15.379000000000001,0.0,metal
Te,U,cubic,4.368,4.368,4.368,90.0,90.0,90.0,16.672,-0.117,metal
Te,V,cubic,3.897,3.897,3.897,90.0,90.0,90.0,11.833,-0.356,metal
Te,W,cubic,4.005,4.005,4.005,90.0,90.0,90.0,12.849,0.0,metal
Te,Y,cubic,4.326,4.326,4.326,90.0,90.0,90.0,16.197,0.0,metal
Te,Yb,cubic,4.177,4.177,4.177,90.0,90.0,90.0,14.573,,metal
Te,Zn,cubic,3.865,3.865,3.865,90.0,90.0,90.0,11.549000000000001,,metal
Te,Zr,cubic,4.173,4.173,4.173,90.0,90.0,90.0,14.536,0.0,metal
Th,Ac,cubic,4.663,4.663,4.663,90.0,90.0,90.0,20.28,0.013,metal
Th,Ag,cubic,4.095,4.095,4.095,90.0,90.0,90.0,13.735,0.0,metal
Th,Al,cubic,3.805,3.805,3.805,90.0,90.0,90.0,11.019,0.0,metal
Th,As,cubic,4.075,4.075,4.075,90.0,90.0,90.0,13.529000000000002,0.0,metal
Th,Au,cubic,4.16,4.16,4.16,90.0,90.0,90.0,14.398,0.0,metal
Th,B,cubic,3.674,3.674,3.674,90.0,90.0,90.0,9.917,0.0,metal
Th,Ba,orthorhombic,6.799,6.829,8.21,90.0,90.0,90.0,19.059,0.0,insulator
Th,Be,orthorhombic,5.182,5.221,7.325,90.0,90.0,90.0,9.908,0.0,insulator
Th,Bi,cubic,4.407,4.407,4.407,90.0,90.0,90.0,17.113,0.004,metal
Th,Cd,cubic,4.163,4.163,4.163,90.0,90.0,90.0,14.427,0.0,metal
Th,Ce,cubic,4.54,4.54,4.54,90.0,90.0,90.0,18.717,0.005,metal
Th,Co,orthorhombic,5.409,5.933,7.727,90.0,90.0,90.0,12.397,0.6,insulator
Th,Cr,orthorhombic,5.486,6.329,7.588,90.0,90.0,90.0,13.172,0.8,insulator
Th,Cu,orthorhombic,5.328,6.293,7.458,90.0,90.0,90.0,12.504000000000001,0.0,metal
Th,Dy,cubic,4.282,4.282,4.282,90.0,90.0,90.0,15.705,0.0,metal
Th,Er,cubic,4.244,4.244,4.244,90.0,90.0,90.0,15.290999999999999,0.0,metal
Th,Eu,cubic,4.322,4.322,4.322,90.0,90.0,90.0,16.145,0.011,metal
Th,Fe,cubic,3.896,3.896,3.896,90.0,90.0,90.0,11.828,0.85,metal
Th,Ga,cubic,3.909,3.909,3.909,90.0,90.0,90.0,11.942,0.0,metal
Th,Gd,cubic,4.336,4.336,4.336,90.0,90.0,90.0,16.307000000000002,0.001,metal
Th,Ge,cubic,4.011,4.011,4.011,90.0,90.0,90.0,12.904000000000002,0.0,metal
Th,Hf,cubic,4.107,4.107,4.107,90.0,90.0,90.0,13.852,0.002,metal
Th,Hg,cubic,4.248,4.248,4.248,90.0,90.0,90.0,15.33,0.0,metal
Th,Ho,cubic,4.26,4.26,4.26,90.0,90.0,90.0,15.464,0.0,metal
Th,Ir,cubic,4.02,4.02,4.02,90.0,90.0,90.0,12.993,0.0,metal
Th,K,orthorhombic,5.924,5.94,11.066,90.0,90.0,90.0,19.47,0.185,metal
Th,La,cubic,4.522,4.522,4.522,90.0,90.0,90.0,18.489,0.001,metal
Th,Li,orthorhombic,5.129,6.068,7.523,90.0,90.0,90.0,11.706,0.2,metal
Th,Lu,cubic,4.181,4.181,4.181,90.0,90.0,90.0,14.620999999999999,-0.003,metal
Th,Mg,orthorhombic,5.46,5.794,7.806,90.0,90.0,90.0,12.347000000000001,0.0,insulator
Th,Mn,cubic,3.95,3.95,3.95,90.0,90.0,90.0,12.324000000000002,0.91,metal
Th,Mo,cubic,4.002,4.002,4.002,90.0,90.0,90.0,12.815999999999999,0.01,metal
Th,Na,cubic,3.931,3.931,3.931,90.0,90.0,90.0,12.145999999999999,0.2,metal
Th,Nb,cubic,4.066,4.066,4.066,90.0,90.0,90.0,13.44,0.0,metal
Th,Nd,cubic,4.463,4.463,4.463,90.0,90.0,90.0,17.778,0.001,metal
Th,Ni,orthorhombic,5.38,5.846,7.711,90.0,90.0,90.0,12.128,0.4,insulator
Th,Np,cubic,4.432,4.432,4.432,90.0,90.0,90.0,17.416,0.879,metal
Th,Os,cubic,3.988,3.988,3.988,90.0,90.0,90.0,12.684000000000001,0.0,metal
Th,Pa,cubic,4.483,4.483,4.483,90.0,90.0,90.0,18.025,0.524,metal
Th,Pb,cubic,4.341,4.341,4.341,90.0,90.0,90.0,16.36,0.002,metal
Th,Pd,cubic,4.031,4.031,4.031,90.0,90.0,90.0,13.1,0.0,metal
Th,Pm,cubic,4.419,4.419,4.419,90.0,90.0,90.0,17.262,0.0,metal
Th,Pr,cubic,4.493,4.493,4.493,90.0,90.0,90.0,18.143,0.003,metal
Th,Pt,cubic,4.079,4.079,4.079,90.0,90.0,90.0,13.575999999999999,0.0,metal
Th,Pu,cubic,4.785,4.785,4.785,90.0,90.0,90.0,21.916999999999998,1.168,metal
Th,Re,cubic,3.993,3.993,3.993,90.0,90.0,90.0,12.73,0.019,metal
Th,Rh,cubic,3.988,3.988,3.988,90.0,90.0,90.0,12.684000000000001,0.0,metal
Th,Ru,cubic,3.966,3.966,3.966,90.0,90.0,90.0,12.477,0.0,metal
Th,Sb,cubic,4.271,4.271,4.271,90.0,90.0,90.0,15.58,0.002,metal
Th,Sc,orthorhombic,5.655,6.09,7.847,90.0,90.0,90.0,13.512,0.158,metal
Th,Si,cubic,3.881,3.881,3.881,90.0,90.0,90.0,11.695,0.0,metal
Th,Sm,cubic,4.399,4.399,4.399,90.0,90.0,90.0,17.026,0.0,metal
Th,Sn,cubic,4.193,4.193,4.193,90.0,90.0,90.0,14.743,0.002,metal
Th,Sr,cubic,4.407,4.407,4.407,90.0,90.0,90.0,17.122,0.0,metal
Th,Ta,cubic,4.046,4.046,4.046,90.0,90.0,90.0,13.249,0.0,metal
Th,Tb,cubic,4.307,4.307,4.307,90.0,90.0,90.0,15.979000000000001,0.0,metal
Th,Tc,cubic,3.977,3.977,3.977,90.0,90.0,90.0,12.585,0.146,metal
Th,Te,cubic,4.288,4.288,4.288,90.0,90.0,90.0,15.774000000000001,0.005,metal
Th,Th,cubic,4.572,4.572,4.572,90.0,90.0,90.0,19.11,0.342,metal
Th,Ti,orthorhombic,5.502,5.982,7.669,90.0,90.0,90.0,12.620999999999999,0.001,metal
Th,Tl,cubic,4.277,4.277,4.277,90.0,90.0,90.0,15.651,0.0,metal
Th,Tm,cubic,4.218,4.218,4.218,90.0,90.0,90.0,15.013,0.0,metal
Th,U,cubic,4.846,4.846,4.846,90.0,90.0,90.0,22.756999999999998,0.769,metal
Th,V,orthorhombic,5.476,6.015,7.869,90.0,90.0,90.0,12.960999999999999,0.6,insulator
Th,W,cubic,4.007,4.007,4.007,90.0,90.0,90.0,12.87,0.001,metal
Th,Y,cubic,4.284,4.284,4.284,90.0,90.0,90.0,15.725,0.0,metal
Th,Yb,cubic,4.163,4.163,4.163,90.0,90.0,90.0,14.427,0.0,insulator
Th,Zn,cubic,3.915,3.915,3.915,90.0,90.0,90.0,12.005,0.0,metal
Th,Zr,cubic,4.155,4.155,4.155,90.0,90.0,90.0,14.343,0.0,metal
Ti,Ac,rhombohedral,6.304,6.304,6.304,58.1,58.1,58.1,16.959,0.2,insulator
Ti,Ag,orthorhombic,5.172,5.483,8.798,90.0,90.0,90.0,12.472999999999999,-0.001,metal
Ti,Al,cubic,3.589,3.589,3.589,90.0,90.0,90.0,9.244,0.2,metal
Ti,As,cubic,3.847,3.847,3.847,90.0,90.0,90.0,11.39,0.385,metal
Ti,Au,cubic,4.025,4.025,4.025,90.0,90.0,90.0,13.043,0.288,metal
Ti,B,cubic,3.308,3.308,3.308,90.0,90.0,90.0,7.239,0.189,metal
Ti,Ba,orthorhombic,5.85,5.95,10.054,90.0,90.0,90.0,17.499000000000002,0.0,insulator
Ti,Be,cubic,3.351,3.351,3.351,90.0,90.0,90.0,7.526,0.0,metal
Ti,Bi,orthorhombic,5.186,6.166,9.329,90.0,90.0,90.0,14.915999999999999,0.053,metal
Ti,Cd,orthorhombic,5.395,5.506,8.436,90.0,90.0,90.0,12.529000000000002,0.0,insulator
Ti,Ce,rhombohedral,6.121,6.121,6.121,58.6,58.6,58.6,15.697000000000001,0.2,insulator
Ti,Co,cubic,3.597,3.597,3.597,90.0,90.0,90.0,9.305,-0.141,metal
Ti,Cr,orthorhombic,4.894,5.313,7.392,90.0,90.0,90.0,9.609,0.8,metal
Ti,Cs,cubic,4.458,4.458,4.458,90.0,90.0,90.0,17.714000000000002,0.388,metal
Ti,Cu,cubic,3.636,3.636,3.636,90.0,90.0,90.0,9.617,-0.149,metal
Ti,Dy,cubic,4.244,4.244,4.244,90.0,90.0,90.0,15.29,0.207,metal
Ti,Er,cubic,4.205,4.205,4.205,90.0,90.0,90.0,14.873,0.197,metal
Ti,Eu,orthorhombic,5.525,5.633,9.039,90.0,90.0,90.0,14.068,0.0,insulator
Ti,Fe,cubic,3.739,3.739,3.739,90.0,90.0,90.0,10.453,1.199,metal
Ti,Ga,cubic,3.735,3.735,3.735,90.0,90.0,90.0,10.422,0.2,metal
Ti,Gd,orthorhombic,5.646,5.666,8.073,90.0,90.0,90.0,12.911,0.2,metal
Ti,Ge,cubic,3.72,3.72,3.72,90.0,90.0,90.0,10.293,0.382,metal
Ti,Hf,cubic,4.041,4.041,4.041,90.0,90.0,90.0,13.202,0.4,metal
Ti,Hg,orthorhombic,5.301,5.832,8.969,90.0,90.0,90.0,13.864,0.0,insulator
Ti,Ho,cubic,4.227,4.227,4.227,90.0,90.0,90.0,15.103,0.2,metal
Ti,In,cubic,4.063,4.063,4.063,90.0,90.0,90.0,13.414000000000001,0.203,metal
Ti,Ir,cubic,4.504,4.504,4.504,90.0,90.0,90.0,18.273,0.029,metal
Ti,K,orthorhombic,5.853,6.422,8.417,90.0,90.0,90.0,15.82,0.0,metal
Ti,La,orthorhombic,5.698,5.896,8.543,90.0,90.0,90.0,14.350999999999999,0.2,metal
Ti,Li,orthorhombic,4.842,4.858,8.041,90.0,90.0,90.0,9.459,0.139,metal
Ti,Lu,cubic,4.135,4.135,4.135,90.0,90.0,90.0,14.136,0.2,metal
Ti,Mg,cubic,3.686,3.686,3.686,90.0,90.0,90.0,10.017000000000001,-0.002,metal
Ti,Mn,cubic,3.733,3.733,3.733,90.0,90.0,90.0,10.401,0.725,metal
Ti,Na,orthorhombic,5.592,5.673,7.931,90.0,90.0,90.0,12.582,0.0,metal
Ti,Nb,cubic,3.985,3.985,3.985,90.0,90.0,90.0,12.655999999999999,0.447,metal
Ti,Nd,orthorhombic,5.719,5.801,8.269,90.0,90.0,90.0,13.718,0.2,metal
Ti,Ni,cubic,3.608,3.608,3.608,90.0,90.0,90.0,9.392000000000001,0.4,metal
Ti,Os,cubic,3.876,3.876,3.876,90.0,90.0,90.0,11.644,0.23,metal
Ti,Pa,cubic,4.368,4.368,4.368,90.0,90.0,90.0,16.663,0.593,metal
Ti,Pb,orthorhombic,5.589,5.774,9.576,90.0,90.0,90.0,15.450999999999999,0.0,insulator
Ti,Pd,cubic,3.897,3.897,3.897,90.0,90.0,90.0,11.839,0.223,metal
Ti,Pm,orthorhombic,5.696,5.764,8.208,90.0,90.0,90.0,13.474,0.2,metal
Ti,Pr,orthorhombic,5.738,5.841,8.326,90.0,90.0,90.0,13.954,0.2,metal
Ti,Pt,cubic,3.941,3.941,3.941,90.0,90.0,90.0,12.245,0.018,metal
Ti,Rb,orthorhombic,5.979,6.68,8.598,90.0,90.0,90.0,17.169,0.0,metal
Ti,Re,cubic,3.885,3.885,3.885,90.0,90.0,90.0,11.73,0.429,metal
Ti,Rh,cubic,3.851,3.851,3.851,90.0,90.0,90.0,11.42,0.005,metal
Ti,Ru,cubic,3.839,3.839,3.839,90.0,90.0,90.0,11.315,-0.007,metal
Ti,Sb,cubic,4.069,4.069,4.069,90.0,90.0,90.0,13.475999999999999,0.457,metal
Ti,Sc,cubic,3.948,3.948,3.948,90.0,90.0,90.0,12.309000000000001,0.2,metal
Ti,Si,cubic,3.523,3.523,3.523,90.0,90.0,90.0,8.748,0.399,metal
Ti,Sm,orthorhombic,5.685,5.731,8.18,90.0,90.0,90.0,13.325,0.2,metal
Ti,Sn,orthorhombic,5.463,5.791,9.182,90.0,90.0,90.0,14.526,0.0,insulator
Ti,Sr,orthorhombic,5.607,5.726,9.512,90.0,90.0,90.0,15.27,0.001,insulator
Ti,Ta,cubic,3.962,3.962,3.962,90.0,90.0,90.0,12.44,0.472,metal
Ti,Tb,orthorhombic,5.624,5.633,8.04,90.0,90.0,90.0,12.735,0.2,metal
Ti,Tc,cubic,3.866,3.866,3.866,90.0,90.0,90.0,11.556,0.435,metal
Ti,Te,cubic,4.159,4.159,4.159,90.0,90.0,90.0,14.383,0.434,metal
Ti,Th,cubic,4.532,4.532,4.532,90.0,90.0,90.0,18.617,0.4,metal
Ti,Ti,cubic,3.821,3.821,3.821,90.0,90.0,90.0,11.154000000000002,0.384,metal
Ti,Tl,orthorhombic,5.539,5.784,9.003,90.0,90.0,90.0,14.423,0.0,metal
Ti,Tm,cubic,4.175,4.175,4.175,90.0,90.0,90.0,14.557,0.207,metal
Ti,U,orthorhombic,5.691,5.953,8.016,90.0,90.0,90.0,13.578,0.8,metal
Ti,V,cubic,3.757,3.757,3.757,90.0,90.0,90.0,10.609000000000002,0.604,metal
Ti,W,cubic,3.91,3.91,3.91,90.0,90.0,90.0,11.953,0.465,metal
Ti,Y,cubic,4.255,4.255,4.255,90.0,90.0,90.0,15.405,0.212,metal
Ti,Yb,orthorhombic,5.393,5.51,8.596,90.0,90.0,90.0,12.773,0.0,insulator
Ti,Zn,cubic,3.737,3.737,3.737,90.0,90.0,90.0,10.437000000000001,0.169,metal
Ti,Zr,cubic,4.101,4.101,4.101,90.0,90.0,90.0,13.792,0.4,metal
Tl,Ac,cubic,4.578,4.578,4.578,90.0,90.0,90.0,19.189,-0.002,metal
Tl,Ag,orthorhombic,5.542,5.728,8.043,90.0,90.0,90.0,12.765999999999998,,metal
Tl,Al,orthorhombic,5.208,5.326,7.533,90.0,90.0,90.0,10.447000000000001,,insulator
Tl,As,tetragonal,3.706,3.706,4.784,90.0,90.0,90.0,13.142000000000001,,metal
Tl,Au,orthorhombic,5.595,5.809,8.051,90.0,90.0,90.0,13.084000000000001,,metal
Tl,B,cubic,3.506,3.506,3.506,90.0,90.0,90.0,8.616,,metal
Tl,Ba,orthorhombic,5.129,6.623,10.631,90.0,90.0,90.0,18.055999999999997,,metal
Tl,Be,cubic,3.599,3.599,3.599,90.0,90.0,90.0,9.32,,metal
Tl,Bi,orthorhombic,5.963,6.036,8.663,90.0,90.0,90.0,15.591,,metal
Tl,Ca,cubic,4.311,4.311,4.311,90.0,90.0,90.0,16.029,,metal
Tl,Cd,cubic,4.145,4.145,4.145,90.0,90.0,90.0,14.239,,metal
Tl,Ce,cubic,4.633,4.633,4.633,90.0,90.0,90.0,19.886,-0.041,metal
Tl,Co,orthorhombic,5.294,5.455,7.585,90.0,90.0,90.0,10.952,0.4,metal
Tl,Cr,orthorhombic,5.342,5.501,7.693,90.0,90.0,90.0,11.302,0.6,insulator
Tl,Cs,orthorhombic,5.458,6.322,10.603,90.0,90.0,90.0,18.293,,insulator
Tl,Cu,orthorhombic,5.287,5.471,7.571,90.0,90.0,90.0,10.95,,metal
Tl,Dy,cubic,4.414,4.414,4.414,90.0,90.0,90.0,17.195,-0.402,metal
Tl,Er,cubic,4.321,4.321,4.321,90.0,90.0,90.0,16.135,-0.389,metal
Tl,Eu,orthorhombic,6.101,6.138,8.127,90.0,90.0,90.0,15.218,0.2,insulator
Tl,Fe,orthorhombic,5.347,5.515,7.76,90.0,90.0,90.0,11.440999999999999,0.999,metal
Tl,Ga,orthorhombic,5.316,5.457,7.772,90.0,90.0,90.0,11.272,,insulator
Tl,Gd,orthorhombic,5.826,5.908,8.517,90.0,90.0,90.0,14.658,0.001,insulator
Tl,Ge,tetragonal,3.584,3.584,4.937,90.0,90.0,90.0,12.684000000000001,,metal
Tl,Hf,orthorhombic,5.706,5.82,8.133,90.0,90.0,90.0,13.505,0.0,metal
Tl,Hg,cubic,4.198,4.198,4.198,90.0,90.0,90.0,14.798,,metal
Tl,Ho,orthorhombic,5.75,5.848,8.408,90.0,90.0,90.0,14.136,0.0,insulator
Tl,In,orthorhombic,5.604,5.722,8.232,90.0,90.0,90.0,13.198,,metal
Tl,Ir,orthorhombic,5.515,5.581,7.863,90.0,90.0,90.0,12.100999999999999,0.0,metal
Tl,K,cubic,4.429,4.429,4.429,90.0,90.0,90.0,17.374000000000002,,metal
Tl,La,orthorhombic,6.005,6.08,8.835,90.0,90.0,90.0,16.127,0.0,insulator
Tl,Li,cubic,3.712,3.712,3.712,90.0,90.0,90.0,10.226,,metal
Tl,Lu,orthorhombic,5.649,5.772,8.295,90.0,90.0,90.0,13.522,0.0,insulator
Tl,Mg,cubic,3.898,3.898,3.898,90.0,90.0,90.0,11.843,,metal
Tl,Mn,orthorhombic,5.341,5.538,7.725,90.0,90.0,90.0,11.424000000000001,0.797,metal
Tl,Mo,cubic,3.999,3.999,3.999,90.0,90.0,90.0,12.788,0.0,metal
Tl,Na,cubic,4.049,4.049,4.049,90.0,90.0,90.0,13.277000000000001,,metal
Tl,Nb,tetragonal,4.032,4.032,4.218,90.0,90.0,90.0,13.712,0.0,insulator
Tl,Nd,orthorhombic,5.955,6.036,8.702,90.0,90.0,90.0,15.638,0.0,insulator
Tl,Ni,orthorhombic,5.273,5.437,7.573,90.0,90.0,90.0,10.857000000000001,0.199,metal
Tl,Np,rhombohedral,6.14,6.14,6.14,59.7,59.7,59.7,16.26,0.4,insulator
Tl,Os,cubic,3.962,3.962,3.962,90.0,90.0,90.0,12.443,0.0,metal
Tl,Pa,cubic,4.415,4.415,4.415,90.0,90.0,90.0,17.211,0.0,insulator
Tl,Pb,orthorhombic,5.882,5.964,8.574,90.0,90.0,90.0,15.039000000000001,,metal
Tl,Pd,orthorhombic,5.445,5.615,7.979,90.0,90.0,90.0,12.197000000000001,,metal
Tl,Pm,cubic,4.516,4.516,4.516,90.0,90.0,90.0,18.419,-0.073,metal
Tl,Pr,orthorhombic,5.998,6.07,8.756,90.0,90.0,90.0,15.939,0.0,insulator
Tl,Pt,orthorhombic,5.531,5.694,7.912,90.0,90.0,90.0,12.457,-0.001,metal
Tl,Pu,orthorhombic,5.886,6.121,8.577,90.0,90.0,90.0,15.450999999999999,0.798,metal
Tl,Rb,orthorhombic,6.419,6.52,8.95,90.0,90.0,90.0,18.727999999999998,,metal
Tl,Re,cubic,3.973,3.973,3.973,90.0,90.0,90.0,12.542,0.0,metal
Tl,Rh,orthorhombic,5.44,5.58,7.807,90.0,90.0,90.0,11.85,0.0,metal
Tl,Ru,orthorhombic,5.542,5.576,7.814,90.0,90.0,90.0,12.073,0.235,metal
Tl,Sb,cubic,4.077,4.077,4.077,90.0,90.0,90.0,13.556,,metal
Tl,Sc,orthorhombic,5.49,5.647,8.053,90.0,90.0,90.0,12.484000000000002,0.0,insulator
Tl,Si,tetragonal,3.437,3.437,4.726,90.0,90.0,90.0,11.169,,metal
Tl,Sm,rhombohedral,6.248,6.248,6.248,57.0,57.0,57.0,16.055999999999997,0.0,insulator
Tl,Sn,orthorhombic,5.693,5.781,8.13,90.0,90.0,90.0,13.377,,metal
Tl,Sr,orthorhombic,5.884,6.217,9.224,90.0,90.0,90.0,16.873,,metal
Tl,Ta,tetragonal,4.037,4.037,4.093,90.0,90.0,90.0,13.343,0.0,insulator
Tl,Tb,orthorhombic,5.801,5.883,8.484,90.0,90.0,90.0,14.477,0.001,insulator
Tl,Tc,cubic,3.964,3.964,3.964,90.0,90.0,90.0,12.459000000000001,-0.001,metal
Tl,Te,tetragonal,4.089,4.089,4.358,90.0,90.0,90.0,14.575,,metal
Tl,Th,orthorhombic,6.024,6.302,8.854,90.0,90.0,90.0,16.805999999999997,0.0,metal
Tl,Ti,orthorhombic,5.513,5.57,7.815,90.0,90.0,90.0,12.0,0.0,metal
Tl,Tl,orthorhombic,5.718,5.814,8.602,90.0,90.0,90.0,14.299000000000001,,metal
Tl,Tm,orthorhombic,5.701,5.804,8.347,90.0,90.0,90.0,13.809000000000001,0.0,insulator
Tl,U,cubic,4.369,4.369,4.369,90.0,90.0,90.0,16.675,0.2,insulator
Tl,V,orthorhombic,5.406,5.513,7.807,90.0,90.0,90.0,11.634,0.399,metal
Tl,W,cubic,4.001,4.001,4.001,90.0,90.0,90.0,12.807,0.0,metal
Tl,Y,orthorhombic,5.787,5.866,8.465,90.0,90.0,90.0,14.368,0.0,insulator
Tl,Yb,cubic,4.185,4.185,4.185,90.0,90.0,90.0,14.664000000000001,,metal
Tl,Zn,cubic,3.878,3.878,3.878,90.0,90.0,90.0,11.667,,metal
Tl,Zr,orthorhombic,5.748,5.881,8.208,90.0,90.0,90.0,13.870999999999999,0.0,metal
Tm,Ac,orthorhombic,6.091,6.223,8.943,90.0,90.0,90.0,16.948,0.0,insulator
Tm,Ag,cubic,4.006,4.006,4.006,90.0,90.0,90.0,12.857000000000001,0.0,metal
Tm,Al,orthorhombic,5.108,5.339,7.316,90.0,90.0,90.0,9.976,0.0,insulator
Tm,As,cubic,3.977,3.977,3.977,90.0,90.0,90.0,12.578,0.0,metal
Tm,Au,cubic,4.082,4.082,4.082,90.0,90.0,90.0,13.602,0.0,metal
Tm,B,cubic,3.422,3.422,3.422,90.0,90.0,90.0,8.012,0.0,insulator
Tm,Ba,orthorhombic,6.429,6.76,8.299,90.0,90.0,90.0,18.032,0.201,insulator
Tm,Be,tetragonal,3.266,3.266,4.378,90.0,90.0,90.0,9.338,0.032,metal
Tm,Bi,cubic,4.356,4.356,4.356,90.0,90.0,90.0,16.531,0.0,metal
Tm,Cd,cubic,4.076,4.076,4.076,90.0,90.0,90.0,13.539000000000001,0.0,metal
Tm,Ce,cubic,4.529,4.529,4.529,90.0,90.0,90.0,18.576,0.0,metal
Tm,Co,orthorhombic,5.113,5.544,7.404,90.0,90.0,90.0,10.493,0.0,insulator
Tm,Cr,orthorhombic,5.209,5.541,7.528,90.0,90.0,90.0,10.864,0.6,insulator
